word,synonyms,sentence
chic,elegant,"She is a dainty, chic woman with
wide-set eyes and the neck of a ballerina.
她是一个秀丽时髦的女人 ，有一对大眼睛，同样有着芭蕾舞女演员一样的
脖子。"
chicanery,subterfuge,"Charges of political chicanery were
brought against him.
他被指控行驶政治欺骗手段 。"
chide,,
chimera,illusion,"Religious unity remained as much a
chimera as ever.
宗教统一仍然和从前一样 ，不过是个
妄想。"
chivalrous,,"He was handsome, upright and chivalrous.
他长相英俊，为人正直，风度翩翩。"
chokehold,,
choleric,,"He was affable at one moment, choleric the next.
他时而友善和蔼，时而暴躁易怒。"
chorale,,
chord,,
chromatic,,
chronic,,
churlish,,"It would seem churlish to refuse.
拒绝似乎显得无礼。"
cipher,,
circuitous,indirect,"His explanation was circuitous and
puzzling.
他的解释在兜圈子，让人费解。"
circumlocution,,"He is a master at circumlocution.
他讲话很会兜圈子。"
circumscribe,confine/limit,"His activities have been severely
circumscribed  since his illness.
自生病以来他的行动一直受到严格的
限制。"
circumspect,prudent/chary/cautious,"The officials were very circumspect in their statements.
官员们说话非常谨慎 。"
circumvent,bypass/sidestep/skirt,"They found a way of circumventing
the law.
他们找到了规避法律的途径 。"
civility,comity,"Staff members are trained to treat
customers with civility at all times.
全体职员接受训练，以便在任何时候
对顾客都以礼相待。"
clamor,,
clan,,
clandestine,covert/surreptitious,"She is the director of clandestine
operations of the CIA.
她是中央情报局秘密行动的负责人 。"
clarion,,
clarity,,
clasp,,
cleave,,"They just cleave the stone along the cracks.
他们就是顺着裂缝把石头劈开 。"
clement,,
cliché,,"Stay away from stock and cliche ans
wers if you want to leave a lasting im pression on your interviewer.
如果你想给面试官留下深刻的印象 ，就要避免那些陈腐，陈词滥调的回答
。"
cling,,
cliquish,,"Wenzhou Christians tend to be
cliquish and enjoy speaking their dialect among themselves.
在教会里温州基督徒总喜欢群聚讲自
己的家乡话。"
cloak,,"She cloaked her embarrassment  by
rushing into speech.
她急忙开口说话，以掩饰自己的尴尬
。"
clog,,"Without painful surgery, there is a
real danger that the arteries of finance may soon clog.
如果不实施痛苦的手术 ，金融动脉就
有马上阻塞的真正风险 。"
clot,,"A drug that stops blood from clotting
during operations.
手术时防止血液凝结成块的药物 。"
clout,,
clownish,,"The antics of wildebeests are often clownish and entertaining.
姿态古怪的牛羚常常叫人忍俊不禁 。"
cloying,,"Her cheap, cloying scent enveloped
him.
她那廉价香水的甜腻气味一下子包围
了他。"
clumsy,,"He is still smarting over criticism of his victorious but clumsy performance.
别人批评他尽管最终胜出但表现笨
拙，他为这样的批评感到闷闷不乐 。"
cluster,,"The passengers clustered together
in small groups.
乘客们三五成群聚在一起 。"
coagulate,,"Blood began to coagulate around
the edges of the wound.
血液开始在伤口的边缘凝固 。"
coalesce,,"Cities, if unrestricted, tend
to coalesce into bigger and bigger conurbations.
如果不加限制，城市往往会联合发展
成越来越大的集合城市 。"
coarse,,"The young mother set her son on
the bed and rubbed him down with a coarse towel.
那位年轻的母亲让她的儿子躺到床 上，用一条粗糙的毛巾给他擦干了全
身。"
coax,,"He tried to coax the secret from me.
他试图哄骗我说出秘方 。"
coda,,
coerce,,"Potter had argued that the government coerced him into pleading guilty.
波特辩称是政府强迫他认罪的 。"
coeval,,
cogent,,
cognizant,,"We are cognizant of the problem.
我们意识到了这个问题 。"
cohesive,,
collapse,,
collude,,"Several local officials are in jail on
charges of colluding with the Mafia.
几位当地官员因被控勾结黑手党而入
狱。"
colossal,immense,"There has been a colossal waste of public money.
一直存在巨大的公款浪费 。"
coltish,,
coma,,
combustible,,
comity,civility,"The comity needs sincerity to measu
re, but the sincerity is offer by comity
.
友谊需真诚来衡量，而真诚由友谊来
奉献。"
commencement,,
commend,,
commensurate,proportionate,"He was given a job commensurate
with his abilities.
他得到一份与他的能力相称的工作 。"
commingle,,
commiserate,,"When I lost, he commiserated  with
me.
我落败的时候，他向我表示同情。"
commitment,,
committed,,
commodious,,"Guestrooms are commodious and well-appointed.
客房宽敞舒适且陈设考究 。"
commonplace,pervasive,"Vagrancy and begging has become commonplace  in London.
流浪和乞讨在伦敦已变得很常见 。"
commonsensical,,
commotion,,"She was distracted by a commotion
across the street.
她因街对面的骚动而心烦意乱 。"
compatible,,"This printer is fully compatible with
all leading software.
这个打印机和所有的主要软件完全兼容。"
compelling,interesting,"There is no compelling reason to believe him.
没有令人信服的理由让人相信他 。"
compendium,,"The Roman Catholic Church has
issued a compendium of its teachings.
罗马天主教会已经发行了一份其教义的概略。"
complacency,,
complacent,,"We must not become complacent
about progress.
我们决不能因进步变得自满 。"
complaisance,,
complementary,,
compliant,tractable,"She was much naughtier than her co
mpliant brother.
她哥哥很听话，她却调皮得多。"
complicate,,
compliment,,
compose,,
compound,,"It may even compound the problem t
hat it
purports to solve and encourage parents to reveal still less.
该提议的执行甚至有可能加重其原本要解决的问题，促使父母们更加隐瞒
孩子的身世。"
comprehend,,"Whenever she failed to comprehend
she invariably laughed.
每当她听不懂的时候 ，她总是会笑。"
compress,,"The four debates will be
compressed into an unprecedentedly  short eight-day period
这4场辩论将被压缩到短短 8天的时间，这是前所未有的。"
compromise,impair/concession,"His radicalism and refusal to compro mise isolated him.
他的激进主义与拒绝妥协使他受到孤立。"
compulsive,,
compunction,,"He has no compunction about
relating how he killed his father.
他在讲述自己杀害父亲的过程时 ，没
有感到丝毫的内疚。"
concatenate,,
conceal,veil/hide,"Robert could not conceal his relief.
罗伯特无法掩饰自己如释重负的心情
。"
concede,acknowledge,"The organizers of the demonstration
concede that they hadn't sought per mission for it.
游行示威的组织者承认他们并未申请
批准这次活动。"
concentrate,,
concerted,,
conciliate,,
concoct,,"Nancy concocted some elaborate story to explain her absence.
南希精心编造了解释自己不在场的一些谎言。"
concomitant,,"Cultures that were better at trading s
aw a concomitant increase in their w ealth.
比较擅长贸易的文明其财富也随之增
长。"
concord,,"They expressed the hope that he wo
uld pursue a neutral and balanced p olicy
for the sake of national concord.
他们希望，为了国家的和谐，他会奉
行中立、不偏不倚的政策。"
concrete,,"There were no concrete proposals o n the table.
没有具体的提议可供讨论 。"
concur,,"It's extremely unlikely that two such i mprobable events would concur.
两个如此不相干的事件会同时发生是
非常不可能的。"
condemn,decry,"Political leaders united yesterday to condemn the latest wave of violence.
政界领袖昨日联合起来对最近激增的
暴力事件予以谴责。"
condescending,,"I'm fed up with your money and your whole condescending  attitude.
我讨厌你的钱，也受够了你居高临下的态度。"
condign,meet,"The public approved
the condign punishment.
公众一致称赞这个罪判得很恰当 。"
conditional,,
condole,,
condone,,"Terrorism can never be condoned.
决不能容忍恐怖主义 。"
conducive,,"Fresh air is conducive to health.
新鲜空气有利于健康 。"
confine,limit/circumscribe,"He did not confine himself to the one language.
他没把自己局限于这一门语言 。"
conflagration,,
conflate,,"The two meanings conflated.
这两个意思混在一起了 。"
confluence,,"The 160-metre falls mark the
dramatic confluence of the rivers Nera and Velino.
内拉河和韦利诺河的汇合处是落差达
160米的瀑布，景象十分壮观。"
conform,square,"He did not feel obliged to conform to the rules that applied to ordinary men.
他觉得自己不必遵守那些适用于普通
人的规定。"
confound,perplex/flummox,"Don't confound the means with the e nds.
不要混淆手段与目的 。"
confront,,"This was the first time he had
confronted an armed robber.
这是他第一次面对一个武装劫匪 。"
